AMERICAN STAFFORDSHIRE TERRIER,Bull type Terriers,UNITED STATES OF AMERICA,
AUSTRALIAN CATTLE DOG,Cattledogs (except Swiss Cattledogs),AUSTRALIA,http://www.fci.be/Nomenclature/Illustrations/287g01.jpg
CHINESE CRESTED DOG,Hairless Dogs,CHINA,http://www.fci.be/Nomenclature/Illustrations/288g09.jpg
ICELANDIC SHEEPDOG,Nordic Watchdogs and Herders,ICELAND,http://www.fci.be/Nomenclature/Illustrations/289g05.jpg
BEAGLE HARRIER,Scent hounds,FRANCE,
EURASIAN,Asian Spitz and related breeds,GERMANY,http://www.fci.be/Nomenclature/Illustrations/291g05.jpg
DOGO ARGENTINO,Molossian type,ARGENTINA,http://www.fci.be/Nomenclature/Illustrations/292g02.jpg
AUSTRALIAN KELPIE,Sheepdogs,AUSTRALIA,http://www.fci.be/Nomenclature/Illustrations/293g01.jpg
OTTERHOUND,Scent hounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/294g06.jpg
HARRIER,Scent hounds,GREAT BRITAIN,
COLLIE SMOOTH,Sheepdogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/296g01.jpg
BORDER COLLIE,Sheepdogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/297g01.jpg
ROMAGNA WATER DOG,Water Dogs,ITALY,http://www.fci.be/Nomenclature/Illustrations/298g08-01.jpg
GERMAN HOUND,Scent hounds,GERMANY,
BLACK AND TAN COONHOUND,Scent hounds,UNITED STATES OF AMERICA,http://www.fci.be/Nomenclature/Illustrations/300g06.jpg
AMERICAN WATER SPANIEL,Water Dogs,UNITED STATES OF AMERICA,
IRISH GLEN OF IMAAL TERRIER,Large and medium sized Terriers,IRELAND,
AMERICAN FOXHOUND,Scent hounds,UNITED STATES OF AMERICA,
RUSSIAN-EUROPEAN LAIKA,Nordic Hunting Dogs,RUSSIA,
EAST SIBERIAN LAIKA,Nordic Hunting Dogs,RUSSIA,http://www.fci.be/Nomenclature/Illustrations/305g05-1.jpg
WEST SIBERIAN LAIKA,Nordic Hunting Dogs,RUSSIA,
AZAWAKH,Short-haired Sighthounds,MALI,
DUTCH SMOUSHOND,Pinscher and Schnauzer type,THE NETHERLANDS,
SHAR PEI,Molossian type,CHINA,
PERUVIAN HAIRLESS DOG,Primitive type,PERU,http://www.fci.be/Nomenclature/Illustrations/310g05.jpg
SAARLOOS WOLFHOND,Sheepdogs,THE NETHERLANDS,
NOVA SCOTIA DUCK TOLLING RETRIEVER,Retrievers,CANADA,
DUTCH SCHAPENDOES,Sheepdogs,THE NETHERLANDS,http://www.fci.be/Nomenclature/Illustrations/313g01.jpg
NEDERLANDSE KOOIKERHONDJE,Flushing Dogs,THE NETHERLANDS,http://www.fci.be/Nomenclature/Illustrations/314g08-1.jpg
BROHOLMER,Molossian type,DENMARK,http://www.fci.be/Nomenclature/Illustrations/315g02.jpg
FRENCH WHITE AND ORANGE HOUND,Scent hounds,FRANCE,
KAI,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/317g05.jpg
KISHU,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/318g05.jpg
SHIKOKU,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/319g05.jpg
WIREHAIRED SLOVAKIAN POINTER,Continental Pointing Dogs,SLOVAKIA,
MAJORCA SHEPHERD DOG,Sheepdogs,SPAIN,
GREAT ANGLO-FRENCH TRICOLOUR HOUND,Scent hounds,FRANCE,
GREAT ANGLO-FRENCH WHITE AND BLACK HOUND,Scent hounds,FRANCE,http://www.fci.be/Nomenclature/Illustrations/323g06.jpg
GREAT ANGLO-FRENCH WHITE & ORANGE HOUND,Scent hounds,FRANCE,
MEDIUM-SIZED ANGLO-FRENCH HOUND,Scent hounds,FRANCE,
SOUTH RUSSIAN SHEPHERD DOG,Sheepdogs,RUSSIA,
RUSSIAN BLACK TERRIER,Pinscher and Schnauzer type,RUSSIA,
CAUCASIAN SHEPHERD DOG,Molossian type,RUSSIA,http://www.fci.be/Nomenclature/Illustrations/328g02.jpg
CANARIAN WARREN HOUND,Primitive type - Hunting Dogs,SPAIN,http://www.fci.be/Nomenclature/Illustrations/329g05.jpg
IRISH RED AND WHITE SETTER,British and Irish Pointers and Setters,IRELAND,
ANATOLIAN SHEPHERD DOG,Molossian type,ANATOLIA,http://www.fci.be/Nomenclature/Illustrations/331g02.jpg
CZECHOSLOVAKIAN WOLFDOG,Sheepdogs,SLOVAKIA,
POLISH GREYHOUND,Short-haired Sighthounds,POLAND,
KOREA JINDO DOG,Asian Spitz and related breeds,REPUBLIC OF KOREA,http://www.fci.be/Nomenclature/Illustrations/334g05.jpg
CENTRAL ASIA SHEPHERD DOG,Molossian type,RUSSIA,http://www.fci.be/Nomenclature/Illustrations/335g02-1.jpg
SPANISH WATER DOG,Water Dogs,SPAIN,
ITALIAN SHORT-HAIRED SEGUGIO,Scent hounds,ITALY,http://www.fci.be/Nomenclature/Illustrations/337g06.jpg
THAI RIDGEBACK DOG,Primitive type - Hunting Dogs,THAILAND,
PARSON RUSSELL TERRIER,Large and medium sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/339g03.jpg
SAINT MIGUEL CATTLE DOG,Molossian type,PORTUGAL,
BRAZILIAN TERRIER,Large and medium sized Terriers,BRAZIL,http://www.fci.be/Nomenclature/Illustrations/341g03.jpg
AUSTRALIAN SHEPHERD,Sheepdogs,UNITED STATES OF AMERICA,
ITALIAN CORSO DOG,Molossian type,ITALY,http://www.fci.be/Nomenclature/Illustrations/343g02.jpg
AMERICAN AKITA,Asian Spitz and related breeds,JAPAN,
JACK RUSSELL TERRIER,Small sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/345g03-2.jpg
DOGO CANARIO,Molossian type,SPAIN,
WHITE SWISS SHEPHERD DOG,Sheepdogs,SWITZERLAND,http://www.fci.be/Nomenclature/Illustrations/347g01-1.jpg
TAIWAN DOG,Primitive type - Hunting Dogs,TAIWAN,
ROMANIAN MIORITIC SHEPHERD DOG,Sheepdogs,ROMANIA,
ROMANIAN CARPATHIAN SHEPHERD DOG,Sheepdogs,ROMANIA,http://www.fci.be/Nomenclature/Illustrations/350g01.jpg
AUSTRALIAN STUMPY TAIL CATTLE DOG,Cattledogs (except Swiss Cattledogs),AUSTRALIA,
RUSSIAN TOY,Continental Toy Spaniel and Russian Toy,RUSSIA,http://www.fci.be/Nomenclature/Illustrations/352g09-1.jpg
CIMARRÓN URUGUAYO,Molossian type,URUGUAY,
POLISH HUNTING DOG,Scent hounds,POLAND,
BOSNIAN AND HERZEGOVINIAN - CROATIAN SHEPHERD DOG,Molossian type,BOSNIA AND HERZEGOVINA,http://www.fci.be/en/nomenclature/BOSNIAN-AND-HERZEGOVINIAN-CROATIAN-SHEPHERD-DOG-355.html
DANISH-SWEDISH FARMDOG,Pinscher and Schnauzer type,DENMARK,http://www.fci.be/en/nomenclature/DANISH-SWEDISH-FARMDOG-356.html
SOUTHEASTERN EUROPEAN SHEPHERD,Molossian type,SOUTH-EASTERN EUROPE,http://www.fci.be/Nomenclature/Illustrations/357g02.jpg
THAI BANGKAEW DOG,Asian Spitz and related breeds,THAILAND,http://www.fci.be/Nomenclature/Illustrations/358g05.jpg
MINIATURE BULL TERRIER,Bull type Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/359g03.jpg
LANCASHIRE HEELER,Sheepdogs,ENGLAND,http://www.fci.be/Nomenclature/Illustrations/360g01.jpg
